[2025-07-29T06:31:57.436Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:31:57.540Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:36:36.271Z] [error]: HIDE::404::NotFound::Username or password is not correct!::
[2025-07-29T07:08:47.442Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:47.943Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:48.447Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:48.947Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:49.448Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:49.949Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:50.449Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:50.950Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:51.451Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:51.953Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:52.454Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:52.955Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:53.456Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:53.957Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:54.458Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:54.959Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:55.460Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:55.961Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:56.462Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:56.963Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:57.464Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:57.965Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:58.466Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:58.999Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:59.504Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:00.022Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:00.527Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:01.032Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:01.538Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:02.043Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:02.546Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:03.049Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:03.551Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:04.055Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:04.557Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:05.060Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:05.563Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:06.065Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:06.568Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:07.069Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:07.571Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:08.073Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:08.574Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:09.075Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:09.576Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:10.077Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:10.578Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:11.079Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:11.580Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:12.081Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:12.582Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:13.083Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:13.585Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:14.086Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:14.586Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:15.089Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:15.590Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:16.091Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:16.592Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:17.093Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:17.595Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:18.096Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:18.597Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:19.098Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:19.599Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:20.099Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:20.600Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:21.101Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:21.602Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:22.102Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:22.603Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:23.104Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:23.607Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:24.108Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:24.609Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:25.110Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:25.612Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:26.113Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:26.613Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:27.114Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:27.616Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:28.115Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:28.655Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:29.157Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:29.662Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:30.025Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:09:30.041Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:09:30.167Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:30.671Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:31.177Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:31.680Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:32.184Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:32.687Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:33.190Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:33.694Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:34.197Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:34.700Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:35.206Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:35.709Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:36.211Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:36.715Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:37.218Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:37.721Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:38.223Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:38.726Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:39.227Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:39.728Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:40.230Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:40.732Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:41.234Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:41.736Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:42.238Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:42.740Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:43.242Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:43.743Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:44.245Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:44.747Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:45.250Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:45.751Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:46.251Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:46.752Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:47.255Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:47.755Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:48.255Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:48.757Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:49.258Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:49.759Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:50.259Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:50.760Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:51.261Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:51.762Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:52.264Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:52.764Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:53.265Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:53.766Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:54.267Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:54.767Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:55.268Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:55.768Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:56.269Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:56.769Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:57.269Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:57.770Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:58.271Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:58.809Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:59.312Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:09:59.816Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:00.321Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:00.826Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:01.329Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:01.833Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:02.336Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:02.840Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:03.343Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:03.845Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:04.347Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:04.851Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:05.353Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:05.856Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:06.358Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:06.861Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:07.362Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:07.864Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:08.366Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:08.869Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:09.370Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:09.872Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:10.373Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:10.875Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:11.376Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:11.877Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:12.378Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:12.879Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:13.380Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:13.882Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:14.382Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:14.883Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:15.383Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:15.883Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:16.384Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:16.885Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:17.385Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:17.888Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:18.388Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:18.889Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:19.389Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:19.889Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:20.391Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:20.891Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:21.392Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:21.892Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:22.392Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:22.893Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:23.393Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:23.894Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:24.394Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:24.893Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:25.394Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:25.893Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:26.393Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:26.893Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:27.394Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:27.894Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:28.394Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:28.931Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:29.435Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:29.942Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:30.017Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:10:30.020Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:10:30.449Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:30.954Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:31.457Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:31.960Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:32.463Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:32.967Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:33.469Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:33.972Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:34.475Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:34.978Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:35.479Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:35.981Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:36.483Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:36.985Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:37.487Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:37.989Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:38.491Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:38.992Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:39.493Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:39.995Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:40.498Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:40.999Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:41.501Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:42.002Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:42.506Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:43.008Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:43.509Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:44.011Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:44.516Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:45.017Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:45.518Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:46.019Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:46.520Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:47.021Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:47.522Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:48.023Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:48.524Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:49.026Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:49.527Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:50.027Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:50.529Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:51.029Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:51.530Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:52.030Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:52.531Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:53.032Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:53.536Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:54.037Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:54.538Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:55.038Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:55.539Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:10:56.040Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
